"FCCPlanId","providerName","planName","serviceType","priceAmount","planDisclaimer","priceDescription","introductoryRateValue","priceAfterIntroductory","introductoryPeriodLength","contractStatus","contractPeriod","contractLinkURL","lineItemDisclaimer","terminationFee","terminationDescription","otherTerminationFees","otherTerminationFeesAmount","terminationLinkText","onTimeyFeeType","oneTimeFee","monthlyFeeType","monthlyFee","latePaymentFees","latePaymentDescription","tax","discountsBundlesLinks","speedsDownloadSpeed","speedsUploadSpeed","speedsLatency","networkDisclaimerLinkLabel","networkDisclaimerLinkText","dataMonthly","dataAadditionalUsageCharge","dataSpeedDescription","dataDetailsLinkText","networkPolicyLinkText","privacyPolicylinkText","contactUsNumbers","customerSupportlinkText"
"M0005937974165135329250418","AT&T","AT&T Business Bring Your Smartphone 4G LTE","Mobile","50.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","3GB","$20.00/2GB","","att.com/byos","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"F0005937974787324295186987","AT&T","Access from AT&T Internet 25 (Copper 25x5Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","32.5 Mbps","5.3 Mbps","29 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974161469590049108","AT&T","AT&T Unlimited for Wearable Only","Mobile","75.99*","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974624887979851756","AT&T","AT&T Business Unlimited for Tablet","Mobile","20","This Monthly Price requires at least one phone line in the same group.","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mpbs (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms(5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","business.att.com/support"
"F0005937974718435746357825","AT&T","Internet 500M / 500M (eRate)","Fixed","100","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","500 Mbps","500 Mbps","8","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"F0005937974455469226185222","AT&T","Access from AT&T Internet 5 (Fiber 5Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","6.6 Mbps","6.0 Mbps","18 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"F0005937974467715846792010","AT&T","Internet 10 (Copper 10Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","12.5 Mbps","0.5 Mbps","37 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"F0005937974276811054275418","AT&T","Internet 75 (eRate)","Fixed","40","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","81.0 Mpbs","7.6 Mbps","29 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974674438568231200","AT&T","AT&T Mobile Select(R) - Pooled 5GB for Data Device LTE","Mobile","50.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","5GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"M0005937974988502556509586","AT&T","Unlimited for Gaming","Mobile","10.99*","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974696471951424523","AT&T","Access from AT&T Internet 12 (Copper 12Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","13.6 Mbps","0.7 Mbps","32 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974154067016077107","AT&T","AT&T Accessibility Plan - 1 Line","Mobile","55*","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","https://www.att.com/A11Yplans","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(866) 241-6598 [VOICE],(866) 241-6567 [TTY]","https://www.att.com/A11Yplans"
"M0005937974208712336963743","AT&T","AT&T Unlimited 55+ - 1 Line","Mobile","75*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974285060164338425","AT&T","AT&T Mobile Select(R) - Pooled 3GB for Smartphone 5G","Mobile","70.00*","","","is not","","","requires a business agreement but does not require a line-level service commitment.","","att.com/mbusagreement","Fees are listed on a per-line basis","","Up to $750 depending on device & contract.","","","att.com/equipmentETF","Activation Fee","0.00","","","","See the terms of your contract.","Varies by location","att.com/smbmobdiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","3GB","$0.000009536/KB","","att.com/mobileselect","att.com/bbnetwork","att.com/privacy","800-331-0500","business.att.com/support"
"F0005937974642219654347458","AT&T","Access from AT&T Internet 45 (Copper 45Mbps)","Fixed","15.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","53.0 Mbps","4.9 Mbps","26 ms","","","1.5 TB","$10/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974272595219648755","AT&T","AT&T 4GB Tablet Only","Mobile","60","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","4GB","$10.00/2GB","","att.com/4gbplan","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974606678649540145","AT&T","2000S","Fixed","185*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","","Installation Fee","150.00","","","9.99","","Varies by location","att.com/smbbbdiscounts","2 Gbps","2 Gbps","13","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"F0005937974412351863313040","AT&T","Internet Basic 3 (eRate)","Fixed","30","","","is not","","","requires a contract.","12","Terms of Service - Legal Policy Center - AT&T (att.com)","","","$20 per month remaining in term, per AT&T Internet line installed may be applied until end of Service Agreement Term","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","att.com/smbbbcontracts","Installation Fee","150.00","","","","See the terms of your contract.","Varies by location","att.com/erateandrhc","3 Mbps","1 Mbps","30","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974873217571237255","AT&T","AT&T Value Plus VL - 4+ Lines","Mobile","40.99*","","","is not","","","does not require a contract.","","","Fees are listed on a per-line basis","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"M0005937974647136885385444","AT&T","Unlimited for Camera","Mobile","20.99*","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/mobilitydiscounts","12-78 Mbps (4G LTE); 53-304 Mbps (5G); 167-474 Mbps (5G+)","1-12 Mbps (4G LTE); 3-22 Mbps (5G); 6-33 Mbps (5G+)","29-52 ms (4G LTE); 26-45 ms (5G); 23-39 ms (5G+)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974477958813430945","AT&T","Access from AT&T Internet 24 (Copper 24Mbps)","Fixed","15.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","30.7 Mbps","3.7 Mbps","29 ms","","","1.5 TB","$10/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974657391104569634","AT&T","AT&T 500MB Plan for Wearable","Mobile","10.00","This Monthly Price requires at least one phone line in the same group.","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/bbfdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-52 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","500MB","After 500MB data speed slowed to 128kbps","AT&T may temporarily slow data speeds if the network is busy.","att.com/500MB","att.com/bbnetwork","att.com/privacy","(800) 331-0500","att.com/support"
"F0005937974752033103366557","AT&T","Internet Basic 1.5 (Copper 1.5Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","1.6 Mbps","0.2 Mbps","45 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"F0005937974123701671121213","AT&T","Internet Basic 5 (Copper 5Mbps)","Fixed","70.00*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","99.00","","","9.99","","Varies by location","att.com/bbdiscounts","6.4 Mbps","0.5 Mbps","40 ms","","","1.5 TB","$10.00/50GB","","att.com/bbusage","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/support/internet/"
"F0005937974132521439325895","AT&T","Access from AT&T Internet 18 (Copper 18Mbps - Unlimited Data)","Fixed","30.00","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Equipment Fee - Gateway","150.00","","Installation Fee","0.00","","","9.99","","Varies by location","att.com/bbdiscounts","17.0 Mbps","0.5 Mbps","29 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","(800) 288-2020","att.com/access"
"M0005937974786610431659919","AT&T","Connected Car Unlimited Data","Mobile","20.00","","","is not","","","does not require a contract.","","","","0.00","","","","","","","","","0.00","","Varies by location","att.com/CCdiscounts","12-78 Mbps (4G LTE)","1-12 Mbps (4G LTE)","29-82 ms (4G LTE)","Performance varies. See coverage at","att.com/wirelesscoverage","Unlimited","","After 22GB AT&T may temporarily slow data speeds if the network is busy.","","att.com/bbnetwork","att.com/privacy","(866) 595-1334","att.com/support"
"F0005937974351833418718073","AT&T","Internet Basic 5","Fixed","110*","","","is not","","","does not require a contract.","","","","0.00","","Non-Return Modem/Router Fee; Non-Return Managed Internet Backup fee; Non-Return Wi-Fi Extenders fee","150.00; 150.00; 65.00 per extender","","Installation Fee","150.00","","","9.99","","Varies by location","att.com/smbbbdiscounts","6.4 Mbps","0.5 Mbps","40 ms","","","Unlimited","","","","att.com/bbnetwork","att.com/privacy","800-321-2000","business.att.com/support"
"M0005937974785090490674289","AT&T","FirstNet (R) 2GB Tablet","Mobile","20.00","","","is not","","","does not require a contract.","","","","0.00","","","","","Activation Fee","35.00","","","8.00","","Varies by location","att.com/fnplans","25-101 Mbps (4G LTE); 67-338 Mbps (5G); 190-477 Mbps (5G+)","3-13 Mbps (4G LTE); 4-22 Mbps (5G); 9-35 Mbps (5G+)","33-60 ms (4G LTE); 27-47 ms (5G); 25-40 ms (5G+)","Performance varies. See coverage at","firstnet.com/coverage","2GB","$10.00/1GB","","att.com/fnplans","att.com/bbnetwork","att.com/privacy","(800)574-7000","firstnet.com/support"
